rows/crime,rows/difference,rows/end_period1,rows/end_period2,rows/period1_count,rows/period2_count,rows/population,rows/sector,rows/start_period1,rows/start_period2
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,4,4,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,3,2,6406,NATIVITAS,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-11,2022-12,2023-12,30,19,,NO ESPECIFICADO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-4,2022-12,2023-12,7,3,24085,OASIS,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,3,2,47637,PADIERNA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-2,2022-12,2023-12,4,2,13284,PANTITLAN,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-5,2022-12,2023-12,11,6,45966,PLATEROS,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-2,2022-12,2023-12,3,1,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-3,2022-12,2023-12,4,1,12243,PORTALES,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,0,0,36217,PRADERA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-2,2022-12,2023-12,2,0,43116,QUETZAL,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,3,2,30408,QUIROGA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,4,2022-12,2023-12,3,7,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-3,2022-12,2023-12,11,8,7814,ROMA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-4,2022-12,2023-12,4,0,7894,SAN ANGEL,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,1,2,23185,SAN JERONIMO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,8,8,37989,SANTA CRUZ,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,6,6,40065,SANTA FE,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,4,3,31666,SOTELO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-4,2022-12,2023-12,10,6,18220,TACUBA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-2,2022-12,2023-12,4,2,13102,TACUBAYA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,3,2,14638,TAXQUEÑA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,0,0,13235,TECOMITL,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,2,2022-12,2023-12,0,2,25702,TEOTONGO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-3,2022-12,2023-12,4,1,43511,TEPEPAN,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-3,2022-12,2023-12,3,0,9609,TEPEYAC,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,5,4,36811,TEZONCO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,2,1,17800,TICOMAN,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,3,3,18974,TLACOTAL,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,3,2022-12,2023-12,2,5,16096,TLATELOLCO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-3,2022-12,2023-12,3,0,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,1,1,24813,XOTEPINGO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,1,0,31280,ZAPOTITLA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,2,2,8502,ZARAGOZA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,8,2022-12,2023-12,5,13,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,1,2022-12,2023-12,4,5,31805,ALPES,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,2,1,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-5,2022-12,2023-12,11,6,30506,ARAGON,2022-01,2023-01
ROBO A CASA HABITACION C.V.,2,2022-12,2023-12,0,2,22309,ARENAL,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,4,3,12999,ASTURIAS,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,1,1,9110,BUENAVISTA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,3,2022-12,2023-12,4,7,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,3,2,13900,CHURUBUSCO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,1,2022-12,2023-12,3,4,23963,CLAVERIA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,2,2022-12,2023-12,0,2,9495,COAPA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,2,1,12135,CONGRESO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-3,2022-12,2023-12,4,1,15715,CONSULADO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,1,0,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,3,2,14705,COYOACAN,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-2,2022-12,2023-12,3,1,24009,CUAJIMALPA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,1,2022-12,2023-12,7,8,30453,CUAUTEPEC,2022-01,2023-01
ROBO A CASA HABITACION C.V.,5,2022-12,2023-12,1,6,20511,CUCHILLA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,2,2022-12,2023-12,1,3,11851,CUITLAHUAC,2022-01,2023-01
ROBO A CASA HABITACION C.V.,1,2022-12,2023-12,2,3,18589,CULHUACAN,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,1,1,7971,DEL VALLE,2022-01,2023-01
ROBO A CASA HABITACION C.V.,3,2022-12,2023-12,1,4,24310,DINAMO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,5,2022-12,2023-12,0,5,20452,EL YAQUI,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,7,6,32788,ESTRELLA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,9,8,38354,FUENTE,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,5,5,19129,GRANJAS,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-4,2022-12,2023-12,6,2,21186,HORMIGA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-3,2022-12,2023-12,8,5,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-5,2022-12,2023-12,8,3,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,8,8,30260,LA NORIA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,1,1,14968,LA RAZA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,4,4,16393,LINDAVISTA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,4,2022-12,2023-12,2,6,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,3,3,24021,MILPA ALTA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,0,0,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-4,2022-12,2023-12,10,6,33579,MIXQUIC,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,5,4,12102,MOCTEZUMA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,1,2022-12,2023-12,0,1,12649,MORELOS,2022-01,2023-01
ROBO A CASA HABITACION C.V.,1,2022-12,2023-12,2,3,7856,NAPOLES,2022-01,2023-01
ROBO A CASA HABITACION C.V.,3,2022-12,2023-12,3,6,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-3,2022-12,2023-12,3,0,6406,NATIVITAS,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,3,2,,NO ESPECIFICADO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,1,2022-12,2023-12,11,12,24085,OASIS,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-3,2022-12,2023-12,6,3,47637,PADIERNA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,1,2022-12,2023-12,6,7,13284,PANTITLAN,2022-01,2023-01
ROBO A CASA HABITACION C.V.,4,2022-12,2023-12,3,7,45966,PLATEROS,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,2,1,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-4,2022-12,2023-12,5,1,12243,PORTALES,2022-01,2023-01
ROBO A CASA HABITACION C.V.,3,2022-12,2023-12,6,9,36217,PRADERA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,3,2022-12,2023-12,4,7,43116,QUETZAL,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-2,2022-12,2023-12,2,0,30408,QUIROGA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-2,2022-12,2023-12,2,0,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,2,2022-12,2023-12,0,2,7814,ROMA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-2,2022-12,2023-12,7,5,7894,SAN ANGEL,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,8,8,23185,SAN JERONIMO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,6,6,37989,SANTA CRUZ,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-5,2022-12,2023-12,8,3,40065,SANTA FE,2022-01,2023-01
ROBO A CASA HABITACION C.V.,1,2022-12,2023-12,2,3,31666,SOTELO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-7,2022-12,2023-12,10,3,18220,TACUBA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-2,2022-12,2023-12,4,2,13102,TACUBAYA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,5,4,14638,TAXQUEÑA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,2,2022-12,2023-12,1,3,13235,TECOMITL,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-3,2022-12,2023-12,10,7,25702,TEOTONGO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-5,2022-12,2023-12,10,5,43511,TEPEPAN,2022-01,2023-01
ROBO A CASA HABITACION C.V.,2,2022-12,2023-12,3,5,9609,TEPEYAC,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-7,2022-12,2023-12,14,7,36811,TEZONCO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,3,2022-12,2023-12,1,4,17800,TICOMAN,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-3,2022-12,2023-12,6,3,18974,TLACOTAL,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,2,1,16096,TLATELOLCO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,0,2022-12,2023-12,2,2,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A CASA HABITACION C.V.,2,2022-12,2023-12,1,3,24813,XOTEPINGO,2022-01,2023-01
ROBO A CASA HABITACION C.V.,1,2022-12,2023-12,8,9,31280,ZAPOTITLA,2022-01,2023-01
ROBO A CASA HABITACION C.V.,-1,2022-12,2023-12,1,0,8502,ZARAGOZA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-19,2022-12,2023-12,25,6,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,3,1,31805,ALPES,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,1,2,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,2,2,30506,ARAGON,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,2,3,22309,ARENAL,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-5,2022-12,2023-12,6,1,12999,ASTURIAS,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-4,2022-12,2023-12,5,1,9110,BUENAVISTA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,1,0,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,2,3,13900,CHURUBUSCO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,4,5,23963,CLAVERIA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,5,3,9495,COAPA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,2,1,12135,CONGRESO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,1,2,15715,CONSULADO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,2,2022-12,2023-12,1,3,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,6,4,14705,COYOACAN,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,2,0,24009,CUAJIMALPA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,2,2,30453,CUAUTEPEC,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,2,2022-12,2023-12,5,7,20511,CUCHILLA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,4,4,11851,CUITLAHUAC,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-5,2022-12,2023-12,9,4,18589,CULHUACAN,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,3,3,7971,DEL VALLE,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,2,3,24310,DINAMO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,0,0,20452,EL YAQUI,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,5,4,32788,ESTRELLA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,2,1,38354,FUENTE,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,5,6,19129,GRANJAS,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,0,0,21186,HORMIGA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-7,2022-12,2023-12,10,3,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,3,2,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,2,1,30260,LA NORIA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-3,2022-12,2023-12,3,0,14968,LA RAZA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,4,5,16393,LINDAVISTA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-4,2022-12,2023-12,8,4,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,0,1,24021,MILPA ALTA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,0,0,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-5,2022-12,2023-12,6,1,33579,MIXQUIC,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-3,2022-12,2023-12,8,5,12102,MOCTEZUMA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,2,1,12649,MORELOS,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-3,2022-12,2023-12,5,2,7856,NAPOLES,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,4,3,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,2,2022-12,2023-12,1,3,6406,NATIVITAS,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,4,2022-12,2023-12,3,7,,NO ESPECIFICADO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-10,2022-12,2023-12,15,5,24085,OASIS,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,1,2,47637,PADIERNA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-3,2022-12,2023-12,8,5,13284,PANTITLAN,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,6,4,45966,PLATEROS,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,4,3,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-3,2022-12,2023-12,7,4,12243,PORTALES,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,4,2,36217,PRADERA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,2,0,43116,QUETZAL,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,3,1,30408,QUIROGA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,5,4,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,2,2,7814,ROMA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-4,2022-12,2023-12,6,2,7894,SAN ANGEL,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,0,1,23185,SAN JERONIMO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,5,5,37989,SANTA CRUZ,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,0,1,40065,SANTA FE,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,3,1,31666,SOTELO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-5,2022-12,2023-12,6,1,18220,TACUBA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-5,2022-12,2023-12,6,1,13102,TACUBAYA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,2,2,14638,TAXQUEÑA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,0,0,13235,TECOMITL,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,3,2,25702,TEOTONGO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,8,6,43511,TEPEPAN,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,6,5,9609,TEPEYAC,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,8,9,36811,TEZONCO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,2,2022-12,2023-12,1,3,17800,TICOMAN,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,1,2022-12,2023-12,3,4,18974,TLACOTAL,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,4,2,16096,TLATELOLCO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-1,2022-12,2023-12,5,4,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,0,2022-12,2023-12,2,2,24813,XOTEPINGO,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,-2,2022-12,2023-12,6,4,31280,ZAPOTITLA,2022-01,2023-01
ROBO A CUENTAHABIENTE C.V.,3,2022-12,2023-12,3,6,8502,ZARAGOZA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-30,2022-12,2023-12,80,50,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-5,2022-12,2023-12,22,17,31805,ALPES,2022-01,2023-01
ROBO A NEGOCIO C.V.,-1,2022-12,2023-12,10,9,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A NEGOCIO C.V.,3,2022-12,2023-12,24,27,30506,ARAGON,2022-01,2023-01
ROBO A NEGOCIO C.V.,-4,2022-12,2023-12,19,15,22309,ARENAL,2022-01,2023-01
ROBO A NEGOCIO C.V.,-4,2022-12,2023-12,28,24,12999,ASTURIAS,2022-01,2023-01
ROBO A NEGOCIO C.V.,2,2022-12,2023-12,19,21,9110,BUENAVISTA,2022-01,2023-01
ROBO A NEGOCIO C.V.,4,2022-12,2023-12,1,5,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A NEGOCIO C.V.,2,2022-12,2023-12,17,19,13900,CHURUBUSCO,2022-01,2023-01
ROBO A NEGOCIO C.V.,-36,2022-12,2023-12,95,59,23963,CLAVERIA,2022-01,2023-01
ROBO A NEGOCIO C.V.,9,2022-12,2023-12,19,28,9495,COAPA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-7,2022-12,2023-12,10,3,12135,CONGRESO,2022-01,2023-01
ROBO A NEGOCIO C.V.,-17,2022-12,2023-12,38,21,15715,CONSULADO,2022-01,2023-01
ROBO A NEGOCIO C.V.,-1,2022-12,2023-12,8,7,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A NEGOCIO C.V.,5,2022-12,2023-12,18,23,14705,COYOACAN,2022-01,2023-01
ROBO A NEGOCIO C.V.,7,2022-12,2023-12,9,16,24009,CUAJIMALPA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-2,2022-12,2023-12,22,20,30453,CUAUTEPEC,2022-01,2023-01
ROBO A NEGOCIO C.V.,-3,2022-12,2023-12,31,28,20511,CUCHILLA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-19,2022-12,2023-12,31,12,11851,CUITLAHUAC,2022-01,2023-01
ROBO A NEGOCIO C.V.,20,2022-12,2023-12,12,32,18589,CULHUACAN,2022-01,2023-01
ROBO A NEGOCIO C.V.,-1,2022-12,2023-12,20,19,7971,DEL VALLE,2022-01,2023-01
ROBO A NEGOCIO C.V.,-7,2022-12,2023-12,15,8,24310,DINAMO,2022-01,2023-01
ROBO A NEGOCIO C.V.,8,2022-12,2023-12,9,17,20452,EL YAQUI,2022-01,2023-01
ROBO A NEGOCIO C.V.,1,2022-12,2023-12,38,39,32788,ESTRELLA,2022-01,2023-01
ROBO A NEGOCIO C.V.,11,2022-12,2023-12,23,34,38354,FUENTE,2022-01,2023-01
ROBO A NEGOCIO C.V.,-5,2022-12,2023-12,27,22,19129,GRANJAS,2022-01,2023-01
ROBO A NEGOCIO C.V.,-12,2022-12,2023-12,46,34,21186,HORMIGA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-4,2022-12,2023-12,41,37,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A NEGOCIO C.V.,-7,2022-12,2023-12,27,20,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A NEGOCIO C.V.,7,2022-12,2023-12,13,20,30260,LA NORIA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-14,2022-12,2023-12,26,12,14968,LA RAZA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-4,2022-12,2023-12,44,40,16393,LINDAVISTA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-12,2022-12,2023-12,40,28,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A NEGOCIO C.V.,0,2022-12,2023-12,3,3,24021,MILPA ALTA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-2,2022-12,2023-12,7,5,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A NEGOCIO C.V.,26,2022-12,2023-12,32,58,33579,MIXQUIC,2022-01,2023-01
ROBO A NEGOCIO C.V.,-19,2022-12,2023-12,67,48,12102,MOCTEZUMA,2022-01,2023-01
ROBO A NEGOCIO C.V.,0,2022-12,2023-12,1,1,12649,MORELOS,2022-01,2023-01
ROBO A NEGOCIO C.V.,2,2022-12,2023-12,18,20,7856,NAPOLES,2022-01,2023-01
ROBO A NEGOCIO C.V.,-11,2022-12,2023-12,36,25,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A NEGOCIO C.V.,-1,2022-12,2023-12,27,26,6406,NATIVITAS,2022-01,2023-01
ROBO A NEGOCIO C.V.,-71,2022-12,2023-12,83,12,,NO ESPECIFICADO,2022-01,2023-01
ROBO A NEGOCIO C.V.,-35,2022-12,2023-12,61,26,24085,OASIS,2022-01,2023-01
ROBO A NEGOCIO C.V.,27,2022-12,2023-12,50,77,47637,PADIERNA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-16,2022-12,2023-12,71,55,13284,PANTITLAN,2022-01,2023-01
ROBO A NEGOCIO C.V.,-6,2022-12,2023-12,39,33,45966,PLATEROS,2022-01,2023-01
ROBO A NEGOCIO C.V.,-2,2022-12,2023-12,8,6,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A NEGOCIO C.V.,-5,2022-12,2023-12,32,27,12243,PORTALES,2022-01,2023-01
ROBO A NEGOCIO C.V.,7,2022-12,2023-12,31,38,36217,PRADERA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-33,2022-12,2023-12,72,39,43116,QUETZAL,2022-01,2023-01
ROBO A NEGOCIO C.V.,-7,2022-12,2023-12,35,28,30408,QUIROGA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-3,2022-12,2023-12,9,6,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-7,2022-12,2023-12,27,20,7814,ROMA,2022-01,2023-01
ROBO A NEGOCIO C.V.,0,2022-12,2023-12,18,18,7894,SAN ANGEL,2022-01,2023-01
ROBO A NEGOCIO C.V.,-4,2022-12,2023-12,17,13,23185,SAN JERONIMO,2022-01,2023-01
ROBO A NEGOCIO C.V.,-14,2022-12,2023-12,48,34,37989,SANTA CRUZ,2022-01,2023-01
ROBO A NEGOCIO C.V.,2,2022-12,2023-12,40,42,40065,SANTA FE,2022-01,2023-01
ROBO A NEGOCIO C.V.,2,2022-12,2023-12,22,24,31666,SOTELO,2022-01,2023-01
ROBO A NEGOCIO C.V.,-8,2022-12,2023-12,103,95,18220,TACUBA,2022-01,2023-01
ROBO A NEGOCIO C.V.,3,2022-12,2023-12,13,16,13102,TACUBAYA,2022-01,2023-01
ROBO A NEGOCIO C.V.,13,2022-12,2023-12,23,36,14638,TAXQUEÑA,2022-01,2023-01
ROBO A NEGOCIO C.V.,1,2022-12,2023-12,1,2,13235,TECOMITL,2022-01,2023-01
ROBO A NEGOCIO C.V.,-13,2022-12,2023-12,55,42,25702,TEOTONGO,2022-01,2023-01
ROBO A NEGOCIO C.V.,3,2022-12,2023-12,36,39,43511,TEPEPAN,2022-01,2023-01
